Part_Number,Organization,WIP,Coldhead_Serial_Number,Temps,Arrival_Date,Teardown_Date,Test_Date,Date_Closed,depart_date,status
300388D.002,RCZ,488698,J03972,,2024-02-26T09:00:00,,,,,COMPLETE
300388D.002,RCZ,478743,J03055,,2024-01-25T09:00:00,,,,,COMPLETE
300388D.002,RCZ,488699,J03193,,2024-02-26T09:00:00,,,,,COMPLETE
300388D.002,RCZ,488697,J01281,,2024-02-26T09:00:00,,,,,COMPLETE
300388D.002,RCZ,497699,SJ03918,,2024-04-09T07:00:00,,,,,COMPLETE
,,478744,J04157,,,,,,,
 ,,454618,J04111,,,,,,,COMPLETE
300388D.002,RCZ,490723,J02302,,2024-03-13T07:00:00,,,,,COMPLETE
300388D.002,,495706,J02818,,,,,,,
300388D.002,,495705,J03816,,,,,,,
300388D.002,RCZ,477810,J00475,,2024-01-08T09:00:00,,,,,COMPLETE
300388D.002,RCZ,477809,J01711,,2024-01-08T09:00:00,,,,,COMPLETE
300388D.002,RCZ,478746,J02174,,2024-01-25T09:00:00,,,,,
300388D.002,RCZ,478747,J03248,,2024-01-25T09:00:00,,,,,
,,497821,SJ03300,,,,,,,
,,497822,J04333,,,,,,,
300388D.002,,478745,J03120,,2024-01-25,,,,,
300388D.002,RCF,495704,J03636,,2024-03-28T07:00:00,,,,,
300388D.002,RCZ,481957,J02631,,2024-02-06T09:00:00,,,,,
300388D.002,RCZ,478748,J03614,,2024-01-25T09:00:00,,,,,
300388D.002,RCZ,524887,J02324,,2024-08-08T08:00:00,,,,,
300388D.002,RCZ,524886,J03190,,2024-08-08T08:00:00,,,,,
300388D.002,RCZ,523890,J03999,,2024-08-06T08:00:00,,,,,
300388D.002,RCZ,523885,SJ02716,,2024-08-05T08:00:00,,,,,
300388D.002,RCZ,515903,J03411,,2024-06-27T08:00:00,,,,,
300388D.002,RCZ,515904,J02996,,2024-06-27T08:00:00,,,,,
300388D.002,RCZ,515905,J02659,,2024-06-27T08:00:00,,,,,
300388D.002,RCZ,510890,J02527,,2024-06-11T08:00:00,,,,,
300388D.002,RCZ,510889,J02571,,2024-06-11T08:00:00,,,,,
300388D.002,RCZ,502925,SJ04131,,2024-05-15T08:00:00,,,,,
300388D.002,RCZ,497818,J03676,,2024-04-17T08:00:00,,,,,
300388D.002,RCZ,477812,J01572,,2024-01-08T09:00:00,,,,,
300388D.002,RCZ,477811,J03100,,2024-01-08T09:00:00,,,,,
300388D.002,RCF,323337,J03191,,2022-08-01T08:00:00,,,,,
300388D.002,RCZ,318360,J03190,,2022-07-20T08:00:00,,,,,
300388D.002,RCZ,311335,J01663,,2022-06-29T08:00:00,,,,,
300388D.002,RCZ,304370,J03195,,2022-06-14T08:00:00,,,,,
300388D.002,RCZ,304366,J02056,,2022-06-14T08:00:00,,,,,
300388D.002,RCF,300336,J02788,,2022-06-03T08:00:00,,,,,
300388D.002,RCZ,289349,J03896,,2022-05-02T07:00:00,,,,,
300388D.002,RCZ,289351,J01711,,2022-05-02T07:00:00,,,,,
300388D.002,RCZ,283352,J00817,,2022-04-19T07:00:00,,,,,
300388D.002,RCZ,280360,J03191,,2022-04-08T07:00:00,,,,,
300388D.002,RCF,271429,J03957,,2022-03-16T08:00:00,,,,,
300388D.002,RCZ,267355,J03853,,2022-03-08T09:00:00,,,,,
300388D.002,RCZ,263341,J02324,,2022-02-22T09:00:00,,,,,
300388D.002,RCZ,263339,SJ03060,,2022-02-22T09:00:00,,,,,
300388D.002,RCF,262332,J03086,,2022-02-18T09:00:00,,,,,
300388D.002,RCF,249045,J04025,,2022-02-09T09:00:00,,,,,
300388D.002,RCF,249045,J04025,,2021-11-09T09:00:00,,,,,
300388D.002,RCZ,248381,J04044,,2021-10-15T08:00:00,,,,,
300388D.002,RCZ,247983,SJ02259,,2021-09-27T08:00:00,,,,,
300388D.002,RCZ,247227,J03146,,2021-08-17T08:00:00,,,,,
300388D.002,RCZ,241552,J03896,,2020-10-14T08:00:00,,,,,
300388D.002,RCZ,240332,J04044,,2020-08-05T08:00:00,,,,,
300388D.002,RCF,238648,J01776,,2020-04-23T07:00:00,,,,,
300388D.002,RCF,238588,J03972,,2020-04-15T08:00:00,,,,,
300388D.002,RCZ,237738,J03972,,2020-03-03T09:00:00,,,,,
300388D.002,RCZ,237736,J02388,,2020-03-03T09:00:00,,,,,
300388D.002,RCZ,236886,J02738,,2020-01-30T09:00:00,,,,,
300388D.002,RCF,235975,J01719,,2019-11-25T09:00:00,,,,,
300388D.002,RCZ,235715,J03942,,2019-11-04T09:00:00,,,,,
300388D.002,RCZ,235715,J03838,,2019-11-01T08:00:00,,,,,
300388D.002,RCZ,235232,J01281,,2019-10-17T08:00:00,,,,,
300388D.002,RCZ,232893,SJ03695,,2019-05-30T07:00:00,,,,,
300388D.002,RCF,232615,J03785,,2019-05-15T07:00:00,,,,,
300388D.002,RCZ,232618,J03165,,2019-05-14T07:00:00,,,,,
300388D.002,RCZ,232013,J03397,,2019-04-16T08:00:00,,,,,
300388D.002,RCZ,232014,J03190,,2019-04-16T08:00:00,,,,,
300388D.002,RCZ,231665,J04032,,2019-03-26T08:00:00,,,,,
300388D.002,RCF,228930,J01710,,2018-11-07T09:00:00,,,,,
300388D.002,RCZ,228521,J02480,,2018-10-11T08:00:00,,,,,
300388D.002,RCZ,226043,J01205,,2018-06-05T07:00:00,,,,,
300388D.002,RCZ,225846,J03416,,2018-05-17T07:00:00,,,,,
300388D.002,RCF,225614,J01776,,2018-05-04T08:00:00,,,,,
300388D.002,RCZ,224553,J02611,,2018-03-21T07:00:00,,,,,
300388D.002,RCZ,224209,J00635,,2018-03-06T08:00:00,,,,,
300388D.002,RCZ,220887,J00992,,2017-09-08T08:00:00,,,,,
300388D.002,RCF,218149,SJ04003,,2017-05-15T08:00:00,,,,,
300388D.002,RCZ,215880,J02587,,2017-01-17T08:00:00,,,,,
300388D.002,RCZ,215881,J03191,,2017-01-17T08:00:00,,,,,
300388D.002,RCF,45196,J02991,,2016-01-14T08:00:00,,,,,
300388D.002,RCZ,44307,J01441,,2015-11-17T08:00:00,,,,,
300388D.002,RCF,41511,J02082,,2015-05-26T08:00:00,,,,,
300388D.002,RCZ,31766,J02415,,2013-12-05T08:00:00,,,,,
300388D.002,RCZ,515901,J03375,,2024-06-27T08:00:00,,,,,
300388D.002,RCZ,502926,SJ00748,,2024-05-15T08:00:00,,,,,
300388D.002,RCZ,527923,SJ04044,,2024-06-27T08:00:00,,,,,
300388D.002,RCZ,492721,J04074,,2024-03-18,,,,,
300388D.002,RCZ,502924,J04461,,2024-05-15,,,,,
300388D.002,RCZ,502925,SJ04131,,2024-05-15,,,,,
300388D.002,RCZ,502927,J02260,,2024-05-15,,,,,
300388D.002,RCZ,510889,J02571,,2024-06-11,,,,,
300388D.002,RCZ,510890,J02527,,2024-06-11,,,,,
300388D.002,RCZ,515902,SJ04016,,2024-06-27,,,,,
300388D.002,RCZ,515903,J03411,,2024-06-27,,,,,
300388D.002,RCZ,515905,J02659,,2024-06-27,,,,,
300388D.002,RCZ,516895,J02258,,2024-07-03,,,,,
300388D.002,RCZ,516898,J04003,,2024-07-06,,,,,
300388D.002,RCZ,523885,SJ02716,,2024-08-06,,,,,
300388D.002,RCZ,523886,J02842,,2024-08-06,,,,,
300388D.002,RCZ,523890,J03999,,2024-08-06,,,,,
300388D.002,RCZ,524885,J02388,,2024-08-08,,,,,
300388D.002,RCZ,524886,J03190,,2024-08-08,,,,,
300388D.002,RCZ,524887,J02324,,2024-08-08,,,,,
300388D.002,RCZ,527924,SJ03260,,2024-08-08,,,,,
300388D.002,RCZ,502928,J03252,,2024-05-15,,,,,
